,Company Name,Model,Color,Price,MRP,RAM,ROM,Display size,Battery size,Processor
189,Realme,X2 Pro,Lunar White,"29,999","29,999",6 GB, 64 GB,16.51 cm ,4000 mAh ,Qualcomm Snapdragon 855 Plus 
190,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
191,Realme,X3,Glacier Blue,"25,999","27,999",8 GB, 128 GB,16.69 cm ,4200 mAh ,Qualcomm Snapdragon 855+ 
192,OPPO,F15,Unicorn White,"16,990","20,990",4 GB,128GB,16.26 cm ,4000 mAh ,MediaTek Helio P70 
193,Realme,X,Space Blue,"20,999","20,999",8 GB, 128 GB,16.59 cm ,3765 mAh ,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE 
194,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
195,Realme,X,Space Blue,"17,999","17,999",4 GB, 128 GB,16.59 cm ,3765 mAh ,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE 
196,OPPO,A9 2020,Vanilla Mint,"20,490","20,490",8 GB, 128 GB,16.56 cm ,5000 mAh ,Qualcomm SM6125 
197,Redmi,Note 9 Pro Max,Interstellar Black,"20,999","20,999",6 GB,128GB,16.94 cm ,5020 mAh ,Qualcomm Snapdragon 720G 
198,Samsung,Galaxy A21s,White,"15,999","17,999",4 GB,64GB,16.51 cm ,5000 mAh Lithium-ion ,Exynos 850 Octa Core 
199,Realme,X3 SuperZoom,Glacier Blue,"32,999","34,999",12 GB, 256 GB,16.69 cm ,4200 mAh ,Qualcomm Snapdragon 855+ 
200,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
201,Realme,X3 SuperZoom,Arctic White,"32,999","34,999",12 GB, 256 GB,16.69 cm ,4200 mAh ,Qualcomm Snapdragon 855+ 
202,Samsung,Galaxy M11,Metallic Blue,"12,849","12,849",3 GB,32GB,16.26 cm ,5000 mAh Lithium-ion ,Qualcomm Snapdragon (SDM450-F01) Octa Core 
203,LG,W10,Smokey Gray,"9,995","9,995",3 GB,32GB,15.72 cm ,4000 mAh ,Helio P22 
204,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
205,Redmi,8A Dual,Sky White,"9,378","9,999",3 GB, 64 GB,15.8 cm ,5000 mAh ,Snapdragon 439  
206,Apple,iPhone SE,Black,"51,999","58,300",, 256 GB,11.94 cm ,,A13 Bionic Chip with 3rd Gen Neural Engine 
207,Samsung,Galaxy M11,Black,"11,897","12,910",3 GB,32GB,16.26 cm ,5000 mAh Lithium-ion ,Qualcomm Snapdragon (SDM450-F01) Octa Core 
208,Vivo,X50,Frost Blue,"37,990","44,990",8 GB, 256 GB,16.66 cm ,4200 mAh Lithium-ion ,Qualcomm Snapdragon 730 
209,Redmi,Note 8,Neptune Blue,"15,990","15,990",6 GB, 128 GB,16.0 cm ,4000 mAh ,
210,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
211,Redmi,Note 8,Moonlight White,"15,990","15,990",6 GB, 128 GB,16.0 cm ,4000 mAh ,
212,Redmi,Note 8,Space Black,"13,999","13,999",4 GB, 64 GB,16.0 cm ,4000 mAh ,
213,OPPO,A11K,Flowing Silver,"8,990","10,990",2 GB,32GB,15.8 cm ,4230 mAh Li-polymer ,MT6765V/CB Octa Core 
214,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
215,Samsung,Galaxy M21,Midnight Blue,"17,887","17,887",6 GB,128GB,16.26 cm ,6000 mAh , Exynos 9611-Octa Core processor 
216,Samsung,Galaxy M31,Ocean Blue,"18,989","18,989",6 GB,64GB,16.26 cm ,6000 mAh ,Samsung Exynos 9 Octa 9611 
217,Realme,X,Polar White,"20,999","20,999",8 GB, 128 GB,16.59 cm ,3765 mAh ,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE 
218,Vivo,S1,Skyline Blue,"16,990","19,990",4 GB,128GB,16.21 cm ,4500 mAh Lithium Polymer ,Helio P65 (MT6768) 
219,Samsung,Galaxy M30S,Blue,"17,999","17,999",4 GB,128GB,16.26 cm ,6000 mAh ,
220,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
221,Realme,XT,Pearl Blue,"16,999","16,999",4 GB,64GB,16.26 cm ,4000 mAh ,Qualcomm 712 
222,Honor,9X,Midnight Black,"16,999","19,999",6 GB,128GB,16.74 cm ,4000 mAh Lithium Polymer ,Kirin 710F 
223,Nokia,2.3,Sand,"8,999","8,999",2 GB,32GB,15.75 cm ,4000 mAh ,MediaTek Helio A22 
224,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
225,Nokia,2.3,Charcoal,"9,098","9,099",2 GB,32GB,15.75 cm ,4000 mAh ,MediaTek Helio A22 
226,Redmi,Note 9 Pro,Aurora Blue,"16,999","16,999",4 GB,64GB,16.94 cm ,5020 mAh ,Qualcomm® Snapdragon™ 720G 
227,Vivo,X50,Glaze Black,"34,990","39,990",8 GB, 128 GB,16.66 cm ,4200 mAh Lithium-ion ,Qualcomm Snapdragon 730 
228,Tecno,Camon 15 Pro,Ice Jadite,"16,450","16,450",6 GB,128GB,16.59 cm ,4000 mAh Li-ion Polymer ,Helio P35 MT6765 
229,Redmi,Note 6 Pro,Blue,"13,990","13,990",6 GB,64GB,15.9 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 636 
230,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
231,Samsung,Galaxy A21s,Black,"17,499","19,999",6 GB,64GB,16.51 cm ,5000 mAh Lithium-ion ,Exynos 850 Octa Core 
232,Vivo,X50 Pro,Alpha Grey,"49,990","54,990",8 GB, 256 GB,16.66 cm ,4315 mAh Lithium-ion ,Qualcomm Snapdragon 765G 
233,Samsung,Galaxy A21s,Blue,"17,499","19,999",6 GB,64GB,16.51 cm ,5000 mAh Lithium-ion ,Exynos 850 Octa Core 
234,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
235,iQOO,3,5G) ,"44,990","46,990",12 GB,5G) ,16.36 cm ,4440 mAh Li-ion ,Qualcomm Snapdragon 865 
236,Apple,iPhone SE,Red,"51,999","58,300",, 256 GB,11.94 cm ,,A13 Bionic Chip with 3rd Gen Neural Engine 
237,Vivo,Y90,Gold,"7,990","7,990",2 GB,16GB,15.8 cm ,4030 mAh Li-ion ,MediaTek Helio A22 
238,Vivo,Y91i,fusion black,"8,090","8,090",2 GB,32GB,15.8 cm ,4030 mAh ,MTK Helio P22 
239,Apple,iPhone 6,Gold,"29,999","29,999",, 32 GB,11.94 cm ,,
240,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
241,Apple,iPhone SE,White,"51,999","58,300",, 256 GB,11.94 cm ,,A13 Bionic Chip with 3rd Gen Neural Engine 
242,Vivo,Y12,BURGUNDY RED,"11,499","12,699",3 GB, 64 GB,16.0 cm ,5000 mAh ,
243,Samsung,Galaxy A51,Prism Crush Blue,"25,999","29,999",8 GB,128GB,16.26 cm ,4000 mAh Lithium-ion ,Exynos 9611 
244,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
245,Realme,X3 SuperZoom,Glacier Blue,"27,999","29,999",8 GB, 128 GB,16.69 cm ,4200 mAh ,Qualcomm Snapdragon 855+ 
246,OPPO,A9 2020,Vanilla Mint,"19,250","19,250",4 GB, 128 GB,16.56 cm ,5000 mAh ,Qualcomm SM6125 
247,Samsung,Galaxy S10 Lite,Prism Black,"42,999","43,999",8 GB,128GB,17.02 cm ,4500 mAh Lithium-ion ,Qualcomm Snapdragon 855 (SM8150) 
248,Panasonic,ELUGA I6,Black,"6,490","10,990",2 GB,16GB,13.84 cm ,3000 mAh ,MediaTek 
249,Redmi,Note 5 Pro,Gold,"12,999","14,999",4 GB,64GB,15.21 cm ,4000 mAh Li Polymer ,Qualcomm Snapdragon 636 
250,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
251,Samsung,Galaxy A71,Prism Crush Blue,"30,999","34,999",8 GB,128GB,17.02 cm ,4500 mAh Lithium-ion ,Qualcomm SM7150 
252,Samsung,Galaxy Note10 Lite,Aura Black,"39,999","45,000",8 GB,128GB,17.02 cm ,4500 mAh Lithium-ion ,Exynos 9810 
253,Redmi,Note 6 Pro,Red,"13,990","13,990",6 GB,64GB,15.9 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 636 
254,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
255,POCO,F1,Steel Blue,"22,999","30,999",8 GB,256GB,15.7 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 845 
256,Samsung,M01 core,Black,"7,617","7,617",2 GB,32GB,13.46 cm ,3000 mAh ,MediaTek | MT6739WW quad core  
257,Samsung,M01 core,Blue,"7,614","7,614",2 GB,32GB,13.46 cm ,3000 mAh ,MediaTek | MT6739WW quad core  
258,Honor,9X,Midnight Black,"15,999","15,999",4 GB,128GB,16.74 cm ,4000 mAh Lithium Polymer ,Kirin 710F 
259,Samsung,Galaxy S10 Lite,Prism White,"42,999","43,999",8 GB,128GB,17.02 cm ,4500 mAh Lithium-ion ,Qualcomm Snapdragon 855 (SM8150) 
260,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
261,Samsung,Galaxy Note10 Lite,Aura Glow,"39,999","45,000",8 GB,128GB,17.02 cm ,4500 mAh Lithium-ion ,Exynos 9810 
262,Samsung,Galaxy J2 Core,Gold,"6,299","6,999",1 GB,16GB,12.7 cm ,2600 mAh Lithium-ion ,Qualcomm MSM8917 
263,Vivo,Y90,Black,"7,990","7,990",2 GB,16GB,15.8 cm ,4030 mAh Li-ion ,MediaTek Helio A22 
264,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
265,Apple,iPhone 11,White,"73,600","73,600",, 128 GB,15.49 cm ,,A13 Bionic Chip 
266,Samsung,Galaxy M30,Gradation Blue,"16,490","16,490",4 GB, 64 GB,16.26 cm ,5000 mAh ,
267,Samsung,Galaxy A50s,Prism Crush White,"22,990","24,900",4 GB, 128 GB,16.26 cm ,4000 mAh Li-ion ,Exynos 9611 
268,OPPO,K1,Piano Black,"13,990","20,990",6 GB,64GB,16.28 cm ,3600 mAh ,Qualcomm Snapdragon 660 Octa Core 1.95 GHz 
269,Apple,iPhone 11,Black,"73,600","73,600",, 128 GB,15.49 cm ,,A13 Bionic Chip 
270,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
271,Vivo,Y91i,Black,"9,970","10,199",3 GB, 32 GB,15.8 cm ,4030 mAh ,
272,Apple,iPhone 11,White,"68,300","68,300",, 64 GB,15.49 cm ,,A13 Bionic Chip 
273,Realme,XT,Pearl White,"16,999","16,999",4 GB,64GB,16.26 cm ,4000 mAh ,Qualcomm 712 
274,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
275,Apple,iPhone 7 Plus,Rose Gold,"45,900","45,900",, 128 GB,13.97 cm ,,Apple A10 Fusion 64-bit 
276,Samsung,Galaxy M11,Metallic Blue,"13,980","14,695",4 GB,64GB,16.26 cm ,5000 mAh Lithium-ion ,Qualcomm Snapdragon (SDM450-F01) Octa Core 
277,Honor,9X,Sapphire Blue,"16,999","19,999",6 GB,128GB,16.74 cm ,4000 mAh Lithium Polymer ,Kirin 710F 
278,Honor,9X,Sapphire Blue,"15,999","15,999",4 GB,128GB,16.74 cm ,4000 mAh Lithium Polymer ,Kirin 710F 
279,Samsung,Galaxy M11,Violet,"13,975","14,330",4 GB,64GB,16.26 cm ,5000 mAh Lithium-ion ,Qualcomm Snapdragon (SDM450-F01) Octa Core 
280,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
281,Nokia,2.3,Cyan Green,"9,688","9,688",2 GB,32GB,15.75 cm ,4000 mAh ,MediaTek Helio A22 
282,Redmi,Y2,Gold,"11,990","11,990",4 GB,64GB,15.21 cm ,3080 mAh Li Polymer ,Qualcomm Snapdragon 625 
283,Vivo,NEX,Black,"23,990","39,990",8 GB, 128 GB,16.74 cm ,4000 mAh ,Qualcomm Snapdragon 845 
284,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
285,Vivo,X50,Frost Blue,"34,990","39,990",8 GB, 128 GB,16.66 cm ,4200 mAh Lithium-ion ,Qualcomm Snapdragon 730 
286,Mi,10,Coral Green,"47,990","49,875",8 GB, 128 GB,16.94 cm ,4780 mAh ,Qualcomm Snapdragon 865 
287,Huawei,Y9 Prime 2019,Sapphire Blue,"16,899","19,990",4 GB, 128 GB,16.74 cm ,4000 mAh ,HiSilicon Kirin 710F AI Chipset with Dual-NPU 
288,Redmi,Y3,Prime Black,"11,788","11,788",3 GB,32GB,15.9 cm ,4000 mAh ,Qualcomm Snapdragon 632 
289,OPPO,K1,Piano Black,"14,990","18,990",4 GB,64GB,16.28 cm ,3600 mAh ,Qualcomm Snapdragon 660 Octa Core 1.95 GHz 
290,Redmi,Note 6 Pro,Rose Gold,"14,950","14,950",6 GB,64GB,15.9 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 636 
291,Nokia,3.2,Black,"9,962","10,490",3 GB, 32 GB,15.9 cm ,4000 mAh ,Qualcomm SDM429 Snapdragon 429 
292,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
293,LG,Q60,Blue,"13,298","13,999",3 GB, 64 GB,15.9 cm ,3500 mAh ,
294,Mi,A2,Lake Blue,"16,899","20,500",6 GB, 128 GB,15.21 cm ,3010 mAh ,Qualcomm Snapdragon 660 AIE 
295,Apple,iPhone 11,Red,"68,300","68,300",, 64 GB,15.49 cm ,,A13 Bionic Chip 
296,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
297,Huawei,P30 Lite,Peacock Blue,"19,999","25,990",6 GB, 128 GB,15.62 cm ,3340 mAh Yes ,Kirin 710 
298,Realme,XT,Pearl Blue,"17,999","17,999",6 GB,64GB,16.26 cm ,4000 mAh ,Qualcomm 712 
299,Redmi,Y2,Dark Grey,"11,850","11,990",4 GB,64GB,15.21 cm ,3080 mAh Li Polymer ,Qualcomm Snapdragon 625 
300,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
301,OnePlus,7T Pro,Haze Blue,"45,990","47,450",8 GB, 256 GB,16.94 cm ,4085 mAh ,"Qualcomm® Snapdragon™ 855 Plus (Octa-core, 7nm, up to 2.96 GHz) , with Qualcomm AI Engine "
302,Vivo,S1,Diamond Black,"19,990","22,990",6 GB,128GB,16.21 cm ,4500 mAh Lithium Polymer ,Helio P65 (MT6768) 
303,Vivo,S1,Skyline Blue,"18,990","20,990",6 GB,64GB,16.21 cm ,4500 mAh Lithium Polymer ,Helio P65 (MT6768) 
304,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
305,Samsung,M01 core,Black,"6,989","6,989",1 GB,16GB,13.46 cm ,3000 mAh ,MediaTek | MT6739WW quad core  
306,OnePlus,7T,Glacier Blue,"36,450","37,970",8 GB, 128 GB,16.64 cm ,3800 mAh ,Qualcomm® Snapdragon™ 855 Plus 
307,OnePlus,7T,Frosted Silver,"36,570","36,570",8 GB, 128 GB,16.64 cm ,3800 mAh ,Qualcomm® Snapdragon™ 855 Plus 
308,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
309,Motorola,Edge+,Smoky Sangria,"74,999","89,999",12 GB, 256 GB,17.02 cm ,5000 mAh Lithium-ion ,Qualcomm Snapdragon 865 
310,Honor,20,Midnight Black,"22,999","35,999",6 GB, 128 GB,15.9 cm ,3750 mAh ,HiSilicon Kirin 980 
311,Apple,iPhone 11,Purple,"68,300","68,300",, 64 GB,15.49 cm ,,A13 Bionic Chip 
312,I,Kall K200,Golden,"4,899","4,999",2 GB, 16 GB,13.97 cm ,2500 mAh ,
313,Samsung,Galaxy Note 20 Ultra 5G,Mystic Black,"1,04,999","1,16,000",12 GB,256GB,17.53 cm ,4500 mAh Lithium-ion ,Exynos Octa Core 
314,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
315,XOLO,ERA 3X,Posh Black,"8,499","8,499",3 GB,16GB,12.7 cm ,3000 mAh ,Mediatek MTK 6737 Quad Core 1.25 GHz 
316,Vivo,V17,Midnight Ocean Black,"24,990","27,990",8 GB,128GB,16.36 cm ,4500 mAh Li-ion ,Qualcomm Snapdragon 675AIE 
317,Motorola,One Fusion+,Moonlight White,"17,499","19,999",6 GB,128GB,16.51 cm ,5000 mAh Lithium Polymer ,Qualcomm Snapdragon 730G 
318,LG,G8X,Black,"54,990","54,990",6 GB,128GB,16.26 cm ,4000 mAh ,Qualcomm Snapdragon™ 855 Octa-core (up to 2.84 GHz x 1 + 2.42 GHz x 3 + 1.79 GHz x 4) 
319,OPPO,Reno 10x Zoom,Ocean Green,"38,888","38,888",6 GB,128GB,16.76 cm ,4065 mAh ,Qualcomm Snapdragon 855 Octa Core 2.8 GHz 
320,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
321,Gome,U7,Blue,"9,998","9,998",6 GB,128GB,15.21 cm ,3100 mAh ,
322,Apple,iPhone 11,Red,"73,600","73,600",, 128 GB,15.49 cm ,,A13 Bionic Chip 
323,Google,Pixel 3a,Clearly White,"30,999","39,999",4 GB, 64 GB,14.22 cm ,3000 mAh ,Qualcomm Snapdragon 670 
324,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
325,OnePlus,7T,Glacier Blue,"38,775","38,775",8 GB, 256 GB,16.64 cm ,3800 mAh ,Qualcomm® Snapdragon™ 855 Plus 
326,Honor,20,Sapphire Blue,"22,999","35,999",6 GB, 128 GB,15.9 cm ,3750 mAh ,HiSilicon Kirin 980 
327,Samsung,Galaxy A70s,Prism Crush Red,"26,990","26,990",8 GB,128GB,17.02 cm ,4500 mAh Lithium Ion ,Qualcomm SM6150 
328,Lenovo,X2-AP,Gold,"17,499","17,499",2 GB, 32 GB,12.7 cm ,2300 mAh Li-Polymer ,MediaTek 6595M 
329,Samsung,Galaxy Note 20,Mystic Green,"77,999","86,000",8 GB, 256 GB,17.02 cm ,4300 mAh Lithium-ion ,Exynos Octa Core 
330,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
331,Samsung,Galaxy Note 20,Mystic Bronze,"77,999","86,000",8 GB, 256 GB,17.02 cm ,4300 mAh Lithium-ion ,Exynos Octa Core 
332,OPPO,Reno2,Luminous Black,"38,990","39,990",8 GB,256GB,16.51 cm ,4000 mAh ,Qualcomm Snapdragon 730G 
333,Redmi,Note 5 Pro,Gold,"13,999","16,999",6 GB,64GB,15.21 cm ,4000 mAh Li Polymer ,Qualcomm Snapdragon 636 
334,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
335,OPPO,Reno3 Pro,Auroral Blue,"29,990","32,990",8 GB,128GB,16.26 cm ,4025 mAh ,MediaTek Helio P95 
336,OPPO,Reno3 Pro,Sky White,"29,990","32,990",8 GB,128GB,16.26 cm ,4025 mAh ,MediaTek Helio P95 
337,OPPO,Reno2,Ocean Blue,"38,990","39,990",8 GB,256GB,16.51 cm ,4000 mAh ,Qualcomm Snapdragon 730G 
338,OPPO,A5s,Blue,"13,744","13,744",3 GB,32GB,15.75 cm ,4230 mAh ,MTK MT6765 
339,Alcatel,5V,Spectrum Blue,"9,750","9,790",3 GB, 32 GB,15.75 cm ,4000 mAh ,
340,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
341,Gome,U7,Black,"10,389","10,389",6 GB,128GB,15.21 cm ,3100 mAh ,
342,Panasonic,P101,Gold,"6,385","6,385",2 GB,16GB,13.84 cm ,2500 mAh Lithium-ion ,MT6739WA 
343,Realme,2 Pro,Black Sea,"15,490","17,990",8 GB,128GB,16.0 cm ,3500 mAh Li-ion ,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE 
344,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
345,POCO,F1,Rosso Red,"19,999","21,999",6 GB,64GB,15.7 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 845 
346,Vivo,V5 Plus,Gold,"25,990","25,990",4 GB, 64 GB,13.97 cm ,3055 mAh ,Qualcomm Snapdragon 625 64-bit Octa Core 2 GHz 
347,Samsung,Galaxy M30S,Black,"17,500","17,500",4 GB,128GB,16.26 cm ,6000 mAh ,
348,Mobiistar,X1 Dual,Black,"9,999","9,999",3 GB, 32 GB,14.48 cm ,3000 mAh ,
349,Redmi,Y3,Elegant Blue,"12,928","12,928",4 GB,64GB,15.9 cm ,4000 mAh ,Qualcomm Snapdragon 632 
350,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
351,Gionee,S11 Lite,Gold,"9,999","9,999",4 GB,32GB,14.48 cm ,3030 mAh Lithium-polymer ,Snapdragon 430 Octa-core 
352,Redmi,Note 7,Ruby Red,"11,490","11,490",3 GB,32GB,16.0 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 660 AIE 
353,POCO,F1,Steel Blue,"18,999","24,999",6 GB,128GB,15.7 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 845 
354,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
355,Lenovo,Z2 Plus,Black,"15,499","15,499",3 GB, 32 GB,12.7 cm ,3500 mAh Li-Ion ,Qualcomm Snapdragon 820 Quad Core 2.15GHz 
356,Google,Pixel 3a,Just Black,"30,999","39,999",4 GB, 64 GB,14.22 cm ,3000 mAh ,Qualcomm Snapdragon 670 
357,Nokia,2.3,Cyan Green,"9,627","9,627",2 GB, 32 GB,15.75 cm ,4000 mAh ,MediaTek Helio A22 
358,OnePlus,7,Red,"37,850","37,850",8 GB, 256 GB,16.28 cm ,3700 mAh ,
359,Alcatel,1,Metallic Black,"4,999","4,999",1 GB, 8 GB,12.7 cm ,2000 mAh ,
360,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
361,Samsung,Galaxy A70s,Prism Crush Red,"25,499","25,499",6 GB,128GB,17.02 cm ,4500 mAh Lithium Ion ,Qualcomm SM6150 
362,OPPO,A5s,Black,"9,490","12,990",3 GB,32GB,15.75 cm ,4230 mAh ,MTK MT6765 
363,Samsung,Galaxy S20+,Cosmic Gray,"77,999","83,000",8 GB,128GB,17.02 cm ,4500 mAh Lithium-ion ,Exynos 990 
364,I,Kall K300 NEW,Black,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
365,Realme,X50 Pro,Rust Red,"41,999","41,999",8 GB, 128 GB,16.36 cm ,4200 mAh ,Qualcomm Snapdragon 865 
366,OPPO,R17 Pro,Emerald Green,"31,590","49,990",8 GB, 128 GB,16.26 cm ,3700 mAh ,SDM710 
367,Mi,A2,Red,"16,899","20,500",6 GB, 128 GB,15.21 cm ,3010 mAh ,Qualcomm Snapdragon 660 AIE 
368,Micromax,Canvas 1 2018,Blue,"7,999","7,999",2 GB,16GB,14.48 cm ,3000 mAh ,
369,Redmi,7,Lunar Red,"7,999","9,999",2 GB, 32 GB,15.9 cm ,4000 mAh ,
370,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
371,OPPO,F11,Fluorite Purple,"17,990","23,990",6 GB,128GB,16.59 cm ,4020 mAh ,MTK MT6771V (P70) 
372,OPPO,F11,Marble Green,"17,990","23,990",6 GB,128GB,16.59 cm ,4020 mAh ,MTK MT6771V (P70) 
373,Redmi,K20,Glacier Blue,"24,999","24,999",6 GB, 128 GB,16.23 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 730 
374,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
375,OPPO,A5 2020,Mirror Black,"15,990","15,990",4 GB, 64 GB,16.51 cm ,5000 mAh ,Qualcomm Snapdragon 665 
376,Gionee,S11 Lite,Black,"8,990","8,990",4 GB,32GB,14.48 cm ,3030 mAh Lithium-polymer ,Snapdragon 430 Octa-core 
377,Redmi,Note 7,Onyx Black,"13,980","13,980",4 GB,64GB,16.0 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 660 AIE 
378,Vivo,V11,Starry Night Black,"24,990","24,990",6 GB,64GB,16.0 cm ,3315 mAh ,MediaTek P60 Octa Core 2.0 GHz 
379,Samsung,Galaxy M30s,Blue,"15,470","15,470",4 GB,64GB,16.26 cm ,6000 mAh ,Exynos 9611 
380,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
381,Vivo,V15 Pro,Ruby Red,"21,099","32,990",6 GB,128GB,16.23 cm ,3700 mAh Li-ion ,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz 
