,Company Name,Model,Color,Price,MRP,RAM,ROM,Display size,Battery size,Processor
382,Apple,iPhone 8 Plus,PRODUCT)RED ,"44,990","52,990",,PRODUCT)RED ,13.97 cm ,,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor "
383,Vivo,V17Pro,Midnight Ocean Black,"29,499","32,990",8 GB, 128 GB,16.36 cm ,4100 mAh Li-ion ,Qualcomm Snapdragon 675 AIE 
384,I,Kall K700,Red,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
385,Vivo,S1,Skyline Blue,"19,979","19,979",6 GB,128GB,16.21 cm ,4500 mAh Lithium Polymer ,Helio P65 (MT6768) 
386,Vivo,X21,Black,"36,990","36,990",6 GB,128GB,15.95 cm ,3200 mAh Li-ion ,Qualcomm Snapdragon 660 AIE 
387,Mi,A2,Gold,"15,490","15,490",6 GB, 128 GB,15.21 cm ,3010 mAh ,Qualcomm Snapdragon 660 AIE 
388,Vivo,V9,Pearl Black ,"23,990","23,990",4 GB,64GB,16.0 cm ,3260 mAh Li-ion ,Qualcomm Snapdragon 626 
389,OnePlus,7 Pro,Nebula Blue,"45,490","45,490",8 GB, 256 GB,16.94 cm ,4000 mAh ,
390,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
391,Mobiistar,E1 Selfie,Black,"8,999","8,999",3 GB,32GB,13.84 cm ,3000 mAh ,
392,Vivo,Y81,Black,"14,599","14,599",4 GB,32GB,15.8 cm ,3260 mAh ,MT6762 (Helio P22) 
393,Samsung,Galaxy A50,White,"18,999","24,000",6 GB,64GB,16.26 cm ,4000 mAh Lithium-ion ,Exynos 9610 
394,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
395,Apple,iPhone 8 Plus,Gold,"49,900","49,900",, 64 GB,13.97 cm ,,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor "
396,Redmi,Y2,Dark Grey,"10,290","10,499",3 GB,32GB,15.21 cm ,3080 mAh Li Polymer ,Qualcomm Snapdragon 625 
397,Redmi,K20,Carbon Black,"24,999","24,999",6 GB, 128 GB,16.23 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 730 
398,Gionee,A1,Grey,"21,499","21,499",4 GB,64GB,13.97 cm ,4010 mAh Li-Ion Polymer ,MediaTek MT6755 Helio P10 Octa Core 2.0GHz 
399,Alcatel,5V,Spectrum Black,"9,750","9,790",3 GB, 32 GB,15.75 cm ,4000 mAh ,
400,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
401,Redmi,K20,Pearl White,"24,999","24,999",6 GB, 128 GB,16.23 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 730 
402,OPPO,Reno,JET BLACK,"29,950","29,950",8 GB, 128 GB,16.26 cm ,3765 mAh ,
403,Samsung,Galaxy S20+,Cosmic Black,"77,999","83,000",8 GB,128GB,17.02 cm ,4500 mAh Lithium-ion ,Exynos 990 
404,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
405,OPPO,R17,Neon Purple,"22,999","22,999",8 GB, 128 GB,16.26 cm ,3500 mAh ,
406,Vivo,V9 Youth,Black,"16,990","19,990",4 GB,32GB,16.0 cm ,3260 mAh Li-ion ,Qualcomm Snapdragon 450 
407,OPPO,R17,Ambient Blue,"22,999","22,999",8 GB, 128 GB,16.26 cm ,3500 mAh ,
408,Moto,X,2nd Generation) ,"24,999","24,999",2 GB,2nd Generation) ,13.21 cm ,2300 mAh Li-Ion ,Qualcomm Snapdragon 801 MSM8974-AC 
409,OPPO,F9 Pro,Twilight Blue,"18,990","25,990",6 GB,64GB,16.0 cm ,3500 mAh Li-polymer ,Mediatek Helio P60 Octacore 2.0 GHz 
410,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
411,OPPO,A3s,Purple,"8,990","13,990",3 GB,32GB,15.75 cm ,4230 mAh ,Qualcomm Snapdragon 450 
412,OPPO,A83,Champagne,"9,490","9,990",2 GB,16GB,14.48 cm ,3180 mAh ,MT6763T 
413,Samsung,Galaxy A70s,Prism Crush White,"28,000","33,100",8 GB,128GB,17.02 cm ,4500 mAh Lithium Ion ,Qualcomm SM6150 
414,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
415,Nokia,3.2,Black,"9,998","9,998",2 GB,16GB,15.9 cm ,4000 mAh ,Qualcomm Snapdragon 429 
416,Lenovo,K3 Note,Yellow,"9,999","9,999",2 GB,16GB,13.97 cm ,2900 mAh Li-Ion ,Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) 
417,Lenovo,K3 Note,White,"9,999","9,999",2 GB,16GB,13.97 cm ,2900 mAh Li-Ion ,ARM Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Octa Core 1.7GHz 
418,MI3,,Metallic Grey,"13,999","13,999",2 GB, 16 GB,12.7 cm ,3050 mAh Li-Ion ,qualcomm Qualcomm Snapdragon 800 8274AB Quad Core 2.3GHz 
419,Honor,10 Lite,Midnight Black,"13,999","13,999",3 GB,32GB,15.77 cm ,3400 mAh Lithium Polymer ,Kirin 710 2.2GHz Octa Core 
420,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
421,Apple,iPhone 11 Pro Max,Gold,"1,17,100","1,17,100",, 64 GB,16.51 cm ,,A13 Bionic Chip 
422,Redmi,7,Comet Blue,"7,995","9,999",2 GB, 32 GB,15.9 cm ,4000 mAh ,
423,Realme,3 Pro,Lightning Purple,"16,999","19,999",6 GB,128GB,16.0 cm ,4045 mAh ,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE 
424,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
425,OPPO,A3s,Purple,"7,490","11,990",2 GB,16GB,15.75 cm ,4230 mAh ,Qualcomm Snapdragon 450 
426,Apple,iPhone 8,PRODUCT)RED ,"55,999","56,999",,PRODUCT)RED ,11.94 cm ,,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor "
427,Apple,iPhone 11 Pro,Gold,"1,06,600","1,06,600",, 64 GB,14.73 cm ,,A13 Bionic Chip 
428,LG,Q7+,Black,"13,999","13,999",4 GB,64GB,13.97 cm ,3000 mAh ,
429,Apple,iPhone XS,Space Grey,"95,000","95,000",, 64 GB,14.73 cm ,,A12 Bionic Chip 
430,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
431,Nokia,5,Tempered Blue,"11,990","11,990",2 GB,16GB,13.21 cm ,3000 mAh ,Qualcomm Snapdragon 430 
432,Honor,9x Pro,Midnight Black,"17,999","18,999",6 GB,256GB,16.74 cm ,4000 mAh Li-polymer ,Kirin 810 (7 nm Chipset with NPU) 
433,Meizu,C9 Pro,Black,"6,990","7,490",3 GB,32GB,13.84 cm ,3000 mAh ,Quad Core 
434,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
435,Redmi,K20,Flame Red,"24,999","24,999",6 GB, 128 GB,16.23 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 730 
436,Vivo,V11 Pro,Starry Night Black,"28,990","28,990",6 GB,64GB,16.28 cm ,3400 mAh Li-ion ,2.0 GHz Qualcomm Snapdragon 660 AIE 
437,Motorola,One Vision,Sapphire Gradient,"14,999","22,999",4 GB,128GB,16.0 cm ,3500 mAh ,Samsung Exynos 9609 
438,Apple,iPhone 11 Pro,Silver,"1,06,600","1,06,600",, 64 GB,14.73 cm ,,A13 Bionic Chip 
439,Samsung,Galaxy S10,Prism White,"63,400","92,000",8 GB,512GB,15.49 cm ,3400 mAh Lithium-ion ,Exynos 9 9820 
440,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
441,Honor,9 Lite,Sapphire Blue,"13,999","13,999",3 GB,32GB,14.35 cm ,3000 mAh ,Kirin 659 
442,Tecno,Camon I Click 2,Midnight Black,"13,500","13,500",4 GB,64GB,15.75 cm ,3750 mAh ,
443,OPPO,Find X,Bordeaux Red,"60,990","60,990",8 GB, 256 GB,16.26 cm ,3730 mAh Li-polymer ,Snapdragon 845 Octa Core 2.649 GHz 
444,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
445,Samsung,Galaxy S20 Ultra,Cosmic Black,"97,999","1,03,000",12 GB,128GB,17.53 cm ,5000 mAh Lithium-ion ,Exynos 990 
446,Samsung,Galaxy M11,Violet,"12,949","12,949",3 GB,32GB,16.26 cm ,5000 mAh Lithium-ion ,Qualcomm Snapdragon (SDM450-F01) Octa Core 
447,Micromax,Bharat 2 Plus,Black,"3,831","3,831",1 GB, 8 GB,10.16 cm ,1600 mAh ,
448,Nokia,7.2,Charcoal,"18,099","20,999",6 GB,64GB,16.0 cm ,3500 mAh ,Qualcomm Snapdragon 660 
449,Apple,iPhone XS Max,Space Grey,"79,699","79,699",, 64 GB,16.51 cm ,,A12 Bionic Chip 
450,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
451,Samsung,Galaxy S10e,Prism Black,"59,000","59,000",6 GB,128GB,14.73 cm ,3100 mAh Lithium-ion ,Exynos 9 9820 
452,Samsung,Galaxy S20+,Cloud Blue,"77,999","83,000",8 GB,128GB,17.02 cm ,4500 mAh Lithium-ion ,Exynos 990 
453,OPPO,A9,Fluorite Purple,"16,490","16,990",4 GB,128GB,16.59 cm ,4020 mAh Li-polymer ,MTK MT6771V (P70) 
454,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
455,Coolpad,Mega 5C,Gold,"6,180","6,180",2 GB, 16 GB,13.84 cm ,2500 mAh ,
456,Micromax,Canvas 2 Colors A120,Grey,"9,005","9,005",1 GB,4GB,12.7 cm ,2000 mAh ,MT6582 
457,Apple,iPhone 7,PRODUCT) ,"63,999","74,400",,PRODUCT) ,11.94 cm ,,
458,Honor,9i,Aurora Blue,"19,999","19,999",4 GB,64GB,14.99 cm ,3340 mAh ,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz 
459,Asus,Zenfone 3 Laser,Silver,"19,999","19,999",4 GB,32GB,13.97 cm ,3000 mAh ,Qualcomm Snapdragon 430 64-bit Octa Core 1.4GHz 
460,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
461,Micromax,BOLT S301 3G Without Charger,Black,"2,525","2,545",512 MB, 4 GB,8.89 cm ,1200 mAh ,
462,Gionee,Marathon M5 Plus,Champagne Gold,"26,999","26,999",3 GB,64GB,15.24 cm ,5020 mAh Li-Ion Polymer ,Mediatek MT6753 Octa Core 1.3GHz 
463,Vivo,Y91,Starry Black,"10,950","10,950",3 GB,32GB,15.8 cm ,4030 mAh ,Qualcomm Snapdragon 439 
464,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
465,Moto,One,White,"14,999","14,999",4 GB,64GB,14.99 cm ,3000 mAh ,Qualcomm Snapdragon 625 
466,Mi,A3,More Than White,"16,980","16,980",6 GB,128GB,15.44 cm ,4030 mAh ,Qualcomm Snapdragon 665 
467,Samsung,Galaxy S20 Ultra,Cosmic Gray,"97,999","1,03,000",12 GB,128GB,17.53 cm ,5000 mAh Lithium-ion ,Exynos 990 
468,LG,Q Stylus,Black,"10,999","20,000",3 GB,32GB,15.75 cm ,3300 mAh ,MediaTek MTK 6750S 1.5 Ghz Octa-core 
469,Honor,8X,Blue,"19,999","19,999",6 GB,64GB,16.51 cm ,3750 mAh ,2.2 GHz Kirin 710 Octa Core 
470,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
471,Mi,A2,Blue/Lake Blue,"13,290","13,290",4 GB, 64 GB,15.21 cm ,3010 mAh ,Qualcomm Snapdragon 660 AIE 
472,Redmi,Note 7,Ruby Red,"14,290","14,290",4 GB,64GB,16.0 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 660 AIE 
473,OPPO,F11 Pro,Aurora Green,"24,990","28,126",6 GB,64GB,16.51 cm ,4000 mAh Li-polymer ,MediaTek Helio P70 Octa Core 2.1 GHz 
474,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
475,OPPO,F11 Pro,Thunder Black,"20,990","28,990",6 GB,64GB,16.51 cm ,4000 mAh Li-polymer ,MediaTek Helio P70 Octa Core 2.1 GHz 
476,Redmi,Note 5 Pro,Red,"15,999","15,999",6 GB,64GB,15.21 cm ,4000 mAh Li Polymer ,Qualcomm Snapdragon 636 
477,Huawei,P9,Titanium Grey,"39,999","39,999",3 GB,32GB,13.21 cm ,3000 mAh ,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit 
478,Huawei,P9,Mystic Silver,"39,999","39,999",3 GB,32GB,13.21 cm ,3000 mAh ,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit 
479,Tecno,Camon i4,Nebula Black,"7,599","7,599",2 GB,32GB,15.75 cm ,3500 mAh ,
480,I,Kall K200,Golden,"4,899","4,999",2 GB, 16 GB,13.97 cm ,2500 mAh ,
481,Ringme,ME 10 Pro,Blue,"5,499","5,499",2 GB,16GB,15.21 cm ,2800 mAh ,Quad Core 
482,Apple,iPhone XS,Silver,"99,990","1,19,900",, 512 GB,14.73 cm ,,A12 Bionic Chip 
483,Vivo,V7+,Gold,"22,221","22,221",4 GB,64GB,15.21 cm ,3225 mAh Li-ion ,Qualcomm Snapdragon 450 Octa Core 1.8 GHz 
484,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
485,Tecno,Camon i Click,Midnight Black,"12,599","12,599",4 GB, 64 GB,15.24 cm ,3750 mAh ,
486,Realme,C2,Diamond Blue,"6,499","6,999",2 GB,16GB,15.49 cm ,4000 mAh ,MediaTek P22 Octa Core 2.0 GHz 
487,Mi,x 2,Black,"14,999","37,999",6 GB, 128 GB,15.21 cm ,3400 mAh Li-polymer ,Qualcomm Snapdragon 835 Octa Core 2.5 GHz 
488,Samsung,Galaxy S9,Midnight Black,"65,900","65,900",4 GB,256GB,14.73 cm ,3000 mAh ,Exynos 9810 
489,Redmi,K20,Carbon Black,"21,999","22,999",6 GB, 64 GB,16.23 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 730 
490,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
491,Lenovo,K10 Note,Black,"13,999","13,999",4 GB,64GB,16.0 cm ,4050 mAh Lithium Ion ,Qualcomm SDM710 
492,Tecno,Spark 5 Pro,Seabed Blue,"11,499","11,499",4 GB, 64 GB,16.76 cm ,5000 mAh ,
493,Apple,iPhone 8 Plus,Space Grey,"84,900","84,900",, 256 GB,13.97 cm ,,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor "
494,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
495,Samsung,Galaxy M01,Red,"9,889","9,999",3 GB,32GB,14.48 cm ,4000 mAh Lithium-ion ,Qualcomm Snapdragon (SDM439) Octa Core 
496,OPPO,Reno2 Z,Sky White,"28,990","28,990",8 GB,256GB,16.51 cm ,4000 mAh ,MediaTek Helio P90 SoC 
497,XOLO,Omega 5.0,Black,"8,990","8,990",1 GB,8GB,12.7 cm ,2100 mAh Li-Ion ,MTK 6592M 
498,Vivo,S1,Diamond Black,"18,999","20,999",6 GB,64GB,16.21 cm ,4500 mAh Lithium Polymer ,Helio P65 (MT6768) 
499,Honor,6 Plus,Black,"26,499","26,499",3 GB,32GB,13.97 cm ,3600 mAh ,Hisilicon Kirin 925 Cortex-A15 + Cortex-A7 
500,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
501,LG,G Pro 2,Titan,"42,021","42,021",3 GB,16GB,14.99 cm ,3200 mAh ,Qualcomm MSM8974 Snapdragon 800 Krait 400 
502,Samsung,Galaxy Core Prime,White,"7,990","7,990",1 GB,8GB,11.43 cm ,2000 mAh Li-Ion ,1.2 GHz Quad Core Processor 
503,Samsung,Galaxy S10 Lite,Prism Black,"47,999","51,000",8 GB,512GB,17.02 cm ,4500 mAh Lithium-ion ,Qualcomm Snapdragon 855 (SM8150) 
504,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
505,Vivo,Y93,Nebula Purple,"11,990","11,990",3 GB,64GB,15.8 cm ,4030 mAh Li-ion ,MediaTek Helio P22 
506,Honor,9x Pro,Phantom Purple,"17,999","18,999",6 GB,256GB,16.74 cm ,4000 mAh Li-polymer ,Kirin 810 (7 nm Chipset with NPU) 
507,Honor,Holly,Black/White,"5,999","5,999",1 GB,16GB,12.7 cm ,2000 mAh Li-Polymer ,MT6582 
508,Infinix,Note 5 Stylus,Charcoal Blue,"10,999","16,999",4 GB,64GB,15.06 cm ,4000 mAh Li-ion Polymer ,Mediatek Helio P23 Octa-core 
509,Samsung,Galaxy A6,Gold,"25,500","25,500",4 GB, 64 GB,14.22 cm ,3000 mAh ,
510,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
511,Itel,A25,Gradation Purple,"5,090","5,090",1 GB,16GB,12.7 cm ,3020 mAh ,Cortex A53 architecture (Quad core) 
512,I,Kall K300 NEW,Blue,"7,999","7,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
513,Panasonic,Eluga Ray 550,Gold,"5,950","5,950",3 GB,32GB,14.48 cm ,3250 mAh Lithium-ion ,Mediatek MTK 6737H Quad Core 
514,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
515,Samsung,Galaxy S8 Plus,Orchid Grey,"53,990","53,990",4 GB,64GB,15.75 cm ,3500 mAh ,8895 
516,Celkon,Cliq 2,Black&Grey,"8,110","8,110",3 GB,32GB,12.7 cm ,3000 mAh ,CORTEX A53 
517,Redmi,Note 7,Sapphire Blue,"12,990","12,990",3 GB,32GB,16.0 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 660 AIE 
518,Honor,Play,Midnight Black,"25,999","25,999",6 GB, 64 GB,16.0 cm ,3750 mAh ,Kirin 970 AI 
519,Nokia,3.2,Steel,"10,968","11,442",3 GB,32GB,15.9 cm ,4000 mAh ,Qualcomm Snapdragon 429 
520,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
521,Redmi,Note 6 Pro,Red,"12,990","12,990",4 GB,64GB,15.9 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 636 
522,Vivo,V17Pro,Glacier Ice White,"31,990","31,990",8 GB, 128 GB,16.36 cm ,4100 mAh Li-ion ,Qualcomm Snapdragon 675 AIE 
523,Redmi,Note 6 Pro,Black,"12,990","12,990",4 GB,64GB,15.9 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 636 
524,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
525,Tecno,Camon i4,Midnight Black,"12,899","13,899",4 GB,64GB,15.75 cm ,3500 mAh ,
526,Asus,Zenfone 5 A501CG,Gold,"8,499","8,499",2 GB,8GB,12.7 cm ,2110 mAh Lithium ,Intel Atom Z2560 Processor with Intel Hyper Threading Technology 
527,Redmi,Note 4,Dark Grey,"12,899","12,899",4 GB,64GB,13.97 cm ,4100 mAh Li-Polymer ,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz 
528,OPPO,A7,Glaring Gold,"18,949","18,949",4 GB,64GB,15.75 cm ,4230 mAh ,Qualcomm Snapdragon 450 
529,Vivo,Y17,Mystic Purple,"13,900","18,990",4 GB,128GB,16.13 cm ,5000 mAh Lithium-ion ,MTK Helio P35 (MT6765) 
530,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
531,Tecno,Camon i ACE 2,Midnight Blue,"8,200","8,200",2 GB,32GB,13.97 cm ,3050 mAh ,
532,Huawei,Y9 Prime 2019,Emerald Green,"16,899","19,990",4 GB, 128 GB,16.74 cm ,4000 mAh ,HiSilicon Kirin 710F AI Chipset with Dual-NPU 
533,OPPO,A7,Glaze Blue,"18,802","18,802",4 GB,64GB,15.75 cm ,4230 mAh ,Qualcomm Snapdragon 450 
534,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
535,Nokia,6.2,Black,"17,699","17,699",4 GB, 64 GB,16.0 cm ,3500 mAh ,
536,Vivo,Y91,Nebula Purple,"8,389","10,990",3 GB,32GB,15.8 cm ,4030 mAh ,Qualcomm Snapdragon 439 
537,LG,Optimus L70,Black,"12,791","12,791",1 GB,4GB,11.43 cm ,2100 mAh Li-Ion ,Snapdragon 
538,Redmi,Y2,Blue,"10,290","10,499",3 GB,32GB,15.21 cm ,3080 mAh Li Polymer ,Qualcomm Snapdragon 625 
539,OPPO,Reno 10x Zoom,Jet Black,"41,990","55,990",8 GB,256GB,16.76 cm ,4065 mAh ,Qualcomm Snapdragon 855 Octa Core 2.8 GHz 
540,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
541,POCO,F1,Armoured Edition,"21,499","21,499",6 GB,128GB,15.7 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 845 
542,Samsung,Galaxy A30s,Prism Crush Violet,"18,990","18,990",4 GB, 128 GB,16.26 cm ,4000 mAh Li-ion ,Exynos 7904 
543,Redmi,Note 6 Pro,Rose Gold,"12,990","12,990",4 GB,64GB,15.9 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 636 
544,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
545,Redmi,Note 7,Onyx Black,"11,499","11,499",3 GB,32GB,16.0 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 660 AIE 
546,Redmi,Note 7,Sapphire Blue,"14,250","14,250",4 GB,64GB,16.0 cm ,4000 mAh Li-polymer ,Qualcomm Snapdragon 660 AIE 
547,Vivo,V17,Admiral Blue,"26,299","26,299",8 GB,128GB,16.36 cm ,4500 mAh ,Qualcomm Snapdragon 
548,I,Kall K200,Red,"4,899","4,999",2 GB, 16 GB,13.97 cm ,2500 mAh ,
549,Micromax,Bharat 4 Plus,Black,"6,948","6,948",2 GB, 16 GB,12.7 cm ,3000 mAh ,
550,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
551,Tecno,Camon i4,Champagne Gold,"13,399","13,499",4 GB,64GB,15.75 cm ,3500 mAh ,
552,I,Kall K110,Blue,"4,899","4,899",2 GB, 16 GB,13.97 cm ,2500 mAh ,
553,I,Kall K9,Blue,"5,199","5,199",2 GB, 16 GB,15.24 cm ,2800 mAh ,
554,I,Kall K300 NEW,Cyan,"7,999","9,999",4 GB, 64 GB,16.59 cm ,4000 mAh ,
555,InFocus,Turbo 5 Plus,Royal Gold,"9,500","9,500",3 GB,32GB,13.97 cm ,4850 mAh ,
556,I,Kall K700,Red,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
557,I,Kall K700,Green,"6,799","6,999",4 GB, 32 GB,15.9 cm ,3000 mAh ,
558,Tecno,Camon i ACE 2x,Midnight Black,"8,999","8,999",3 GB,32GB,13.97 cm ,3050 mAh ,
559,Samsung,Galaxy A6+,Black,"21,990","21,990",4 GB, 64 GB,15.24 cm ,3500 mAh ,
560,I,Kall K6,Red,"6,599","7,299",4 GB, 32 GB,15.9 cm ,3000 mAh ,
561,Apple,iPhone 8 Plus,Space Grey,"49,900","49,900",, 64 GB,13.97 cm ,,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor "
562,Samsung,Galaxy A70s,Prism Crush White,"25,900","31,000",6 GB,128GB,17.02 cm ,4500 mAh Lithium Ion ,Qualcomm SM6150 
563,Moto,G,3rd Generation) ,"10,999","10,999",2 GB,16GB,12.7 cm ,2470 mAh ,Qualcomm Snapdragon 410 MSM8916 
564,I,Kall K900,Sky Blue,"6,699","7,599",4 GB, 64 GB,13.97 cm ,3000 mAh ,
565,OPPO,A7,Glaze Blue,"16,867","16,867",3 GB,64GB,15.75 cm ,4230 mAh ,Qualcomm Snapdragon 450 
566,Motorola,Edge+,Thunder Grey,"74,999","89,999",12 GB, 256 GB,17.02 cm ,5000 mAh Lithium-ion ,Qualcomm Snapdragon 865 
567,Vivo,V9,Gold,"23,989","23,989",4 GB,64GB,16.0 cm ,3260 mAh Li-ion ,Qualcomm Snapdragon 626 
568,Apple,iPhone 11 Pro Max,Midnight Green,"1,17,100","1,17,100",, 64 GB,16.51 cm ,,A13 Bionic Chip 
569,Nubia,Red Magic 3,Red,"38,999","38,999",8 GB, 128 GB,16.76 cm ,5000 mAh Li-ion Polymer ,Qualcomm Snapdragon 855 
570,I,Kall K200,Golden,"4,899","4,999",2 GB, 16 GB,13.97 cm ,2500 mAh ,
571,Apple,iPhone 11 Pro,Space Grey,"1,06,600","1,06,600",, 64 GB,14.73 cm ,,A13 Bionic Chip 
572,OPPO,Reno2 Z,Luminous Black,"28,999","28,999",8 GB,256GB,16.51 cm ,4000 mAh ,MediaTek Helio P90 SoC 
573,OPPO,A3s,Purple,"15,000","15,000",4 GB,64GB,15.75 cm ,4230 mAh ,Qualcomm Snapdragon 450 
